obs_id,site,date,species,n_inds,n_leaf,w_weight,d_weight,leaf_area,SLA,LDMC,convex_hull_roundness,R,G,B,GCC,BCC,RCC,BITM,ExG,senesced,T1_TDD,T1_TDD_days,T3_TDD,T3_TDD_days,T1_GDD3,T1_GDD3_days,T3_GDD3,T3_GDD3_days,moist_GMD,T1_date_mean,T3_date_mean,moist_date_mean,T1_week_mean,T3_week_mean,moist_week_mean,T1_fortnight_mean,T3_fortnight_mean,moist_fortnight_mean,T1_month_mean,T3_month_mean,moist_month_mean
2024_2649,MI259,2024-08-05,Salix lapponum,4,4,0.1493,0.055075,5.634070915768759,10.229815552916495,0.36888814467515074,0.8563167384073552,0.2731511396242409,0.2908347042848069,0.2555675658202374,0.36315786968272223,0.3052760302483316,0.3315661000689462,0.2927362116538238,0.05144342387800612,0.02110812933168264,846.3178125,76,1026.2932395833334,81,841.2905208333333,72,1020.7254895833332,77,2014.5487356200897,13.541875,16.532458333333334,15.397916666666667,12.987842261904762,14.362272321428572,17.030059523809523,13.59534226190476,14.467151041666668,18.016666666666666,13.665390625,15.338350074404762,18.015513392857144
2024_2720,MI259,2024-08-13,Salix lapponum,4,4,0.131775,0.04625,5.482552565051154,11.854167708218712,0.35097704420413584,0.8354097845601868,0.27931006541107994,0.3043114333207295,0.25409055439131306,0.3721130636433952,0.2963180351404238,0.33156890121618093,0.30276471695992085,0.07345796409202418,0.01939986815654677,952.960625,84,1149.4044791666668,89,947.9333333333332,80,1143.8367291666666,85,2102.9154022867565,13.619375,16.405718750000002,9.44375,13.30123511904762,15.269705357142858,10.628125,13.195677083333331,15.04646056547619,13.49702380952381,13.87571800595238,15.605815476190475,15.646949404761903
2024_2735,MI259,2024-08-20,Salix lapponum,4,4,0.116625,0.0431,5.2135211352663955,12.0963367407573,0.3695605573419078,0.8577251690140565,0.32657165864564125,0.34016713578872987,0.27803992046220993,0.3670494056637173,0.2861983879018925,0.3467522064343903,0.33254188583354055,0.07325082866499967,0.04163696978828642,1038.522291666667,91,1233.0260104166666,96,1033.495,87,1227.4582604166667,92,2201.47373562009,10.921458333333334,10.283604166666668,17.727083333333333,12.223095238095238,11.945933035714289,14.079761904761904,12.76216517857143,13.607819196428572,12.353943452380951,13.120331101190477,13.956863839285717,15.202864583333334
2024_2750,MI259,2024-08-26,Salix lapponum,4,4,0.141275,0.0513,5.705374459684034,11.121587640709617,0.36312157140329143,0.8676055580589715,0.3648666313606709,0.36770273814922055,0.3342667513076226,0.34883626231523873,0.3076175693917306,0.3435461682930307,0.3657797707871761,0.03625669300426741,0.02181313015321551,1103.6635416666666,97,1294.0592916666667,102,1098.63625,93,1288.4915416666668,98,2313.447693953423,9.517916666666666,8.15253125,21.317708333333332,10.86610119047619,10.188126488095238,18.52872023809524,11.737306547619047,11.504323660714286,15.712574404761904,12.437879464285714,13.15364136904762,14.932477678571429
2024_2765,MI259,2024-09-02,Salix lapponum,4,4,0.1158,0.037575,4.8314232973121225,12.8580793008972,0.3244818652849741,0.814926755144483,0.4119707820610933,0.3470495414530639,0.28881796066734317,0.3233624473304064,0.27568084683960814,0.4009567058299853,0.3665096896989999,-0.00902718896780629,0.3868173782629548,1171.931875,104,1360.4110729166666,109,1166.9045833333332,100,1354.8433229166667,105,2461.7216522867566,9.657604166666667,11.1009375,19.982291666666665,9.752619047619048,9.478825892857143,21.18199404761905,10.30936011904762,9.83347619047619,19.85535714285714,11.629073660714283,11.932779761904762,15.97046130952381
2024_2773,MI259,2024-09-09,Salix lapponum,4,4,0.200475,0.065475,7.834749624306342,11.966016990158597,0.32659932659932667,0.8303563304990876,0.35489245526016855,0.350038614642833,0.22655839905581157,0.3750495664833117,0.2414103041129094,0.3835401294037788,0.33046685588566677,0.10887302836251034,0.27319741800641595,1241.2628125,111,1440.8405,116,1236.235520833333,107,1435.27275,112,2597.4924856200896,10.647083333333333,14.215020833333334,17.633333333333333,9.904419642857142,11.489918154761904,19.395833333333332,9.828519345238096,10.484372023809524,20.28891369047619,10.78291294642857,10.994347842261904,18.000744047619047
2024_2790,MI259,2024-09-17,Salix lapponum,4,4,0.116375,0.0352,4.3067564538473295,12.235103562066277,0.3024704618689581,0.8586487217598718,0.4891770984925342,0.4212680805652873,0.2700926980907504,0.3540926681654308,0.23364102067797496,0.41226631115659423,0.4201788464651984,0.07202813081220151,0.43354957556152734,1310.5897916666668,119,1502.217583333333,124,1305.5625,115,1496.6498333333334,120,2742.35811062009,7.175104166666666,6.584583333333334,17.338541666666668,8.409642857142858,7.033233630952381,18.195089285714285,9.190565476190477,9.375075892857144,18.646800595238098,9.716696428571428,9.61398474702381,19.31729910714286
2024_0014,MI259,2024-06-11,Solidago virgaurea,4,4,0.149125,0.027075,8.416188246390199,31.084721131635085,0.1815590947191953,0.7555242117060196,0.34263061035726217,0.39609859027162847,0.2655494446089627,0.3965151290408698,0.2616069503082488,0.34187792065088135,0.34417316809331217,0.1803841350116265,0.01976968514459558,135.38208333333333,21,256.627,26,130.35479166666667,17,251.05925,22,942.7008189534232,10.583333333333334,12.2174375,25.888541666666665,10.18797619047619,11.677278273809524,42.870089285714286,8.566309523809524,12.39088318452381,50.32269345238095,4.740074404761905,9.091589285714283,44.89051518825824
2024_0018,MI259,2024-06-17,Solidago virgaurea,4,4,0.149075,0.028825,8.628367252642889,29.93362446710456,0.19335904745933252,0.7692092920231803,0.3375130984995466,0.3919596366591768,0.25534441961160315,0.3993890554090512,0.2559229165494227,0.3446880280415261,0.3404756867519488,0.18631988198257943,0.02220868877535971,207.14166666666665,27,333.21127083333334,32,202.114375,23,327.64352083333335,28,1069.2987356200897,12.648229166666669,14.09390625,20.583333333333332,11.76327380952381,12.685958333333334,21.78377976190476,10.891026785714285,12.107465029761904,34.740922619047616,7.384345238095238,11.568735491071427,39.60365687481814
2024_0041,MI259,2024-06-22,Solidago virgaurea,4,4,0.2226,0.047525,13.159594341566756,27.6898355424866,0.2134995507637017,0.7552429351310809,0.36764220231568723,0.4205419705949267,0.26844600352450554,0.3986078672032118,0.252467984614369,0.3489241481824192,0.3619540169644795,0.19980732940318444,0.01421532791386243,265.8904166666667,32,387.2919479166667,37,260.863125,28,381.7241979166667,33,1183.535193953423,11.324166666666668,11.43553125,21.490625,12.02626488095238,11.818395833333334,22.278422619047618,11.52078869047619,11.787923363095238,23.105208333333337,9.316540178571428,12.300597842261904,38.064248511904765
2024_0550,MI259,2024-07-01,Solidago virgaurea,4,4,0.238125,0.055275,14.01166609101311,25.34901147175597,0.23212598425196848,0.7689435703327224,0.354153748165295,0.40642968919785893,0.25902591276143705,0.3997880520558976,0.25123355359833405,0.3489783943457683,0.35354183057089816,0.19598276960595495,0.02036650938159017,376.78510416666666,41,512.0386354166667,46,371.7578125,37,506.47088541666665,42,1367.688318953423,12.545520833333333,12.966739583333334,22.227083333333333,12.45235119047619,14.160802083333332,20.053125,12.117388392857142,12.77338318452381,21.313541666666666,11.504207589285716,12.440424107142857,28.02723214285714
2024_0693,MI259,2024-07-09,Solidago virgaurea,4,4,0.19665,0.043975,10.333256716980896,23.498025507631368,0.22362064581744215,0.7302995251777256,0.38645869432339136,0.4261438838187895,0.26404914297068693,0.3961350593130515,0.24324782301299,0.3606171176739584,0.3728741846085288,0.1958604445442013,0.03985032091264563,475.6011458333333,49,607.1746875,54,470.57385416666665,45,601.6069375,50,1528.4518606200895,11.914270833333331,10.35525,18.3375,12.296949404761904,11.971654761904762,19.923511904761902,12.45267857142857,13.031354910714288,19.94613095238095,12.15068080357143,12.519560267857145,20.91968005952381
2024_0737,MI259,2024-07-16,Solidago virgaurea,4,4,0.21885,0.05335,11.685322446785449,21.903134858079564,0.24377427461731785,0.7195465278125408,0.37909675227499023,0.4264879632545481,0.25013249199681237,0.4033599351403302,0.2364597814939557,0.36018028336571417,0.3691154757985036,0.21600624725604228,0.05526022101233558,564.4405208333334,56,712.4416458333334,61,559.4132291666666,52,706.8738958333333,57,1664.800818953423,14.097916666666666,17.649229166666668,17.18541666666667,12.691339285714283,15.038136904761906,19.47842261904762,12.494144345238094,13.504895833333334,19.70096726190476,12.313262648809523,13.08160788690476,20.453236607142856
2024_1570,MI259,2024-07-23,Solidago virgaurea,4,4,0.1575,0.036025,8.945962601011978,24.832651217243516,0.22873015873015873,0.7523383486654353,0.35329336230185904,0.3992880037679102,0.2577482335251529,0.3963594213435467,0.25216088235299594,0.3514796963034573,0.3497091088708802,0.18434483921183337,0.02435191224171257,671.1530208333334,63,842.2338229166667,68,666.1257291666667,59,836.6660729166667,64,1775.7935272867564,15.17,18.480697916666667,13.478125,15.244642857142855,18.541739583333335,15.856101190476192,13.967991071428573,16.78993824404762,17.667261904761904,13.210334821428573,14.910646577380952,18.806696428571428
2024_2079,MI259,2024-07-30,Solidago virgaurea,4,4,0.19545,0.04745,10.26401185848372,21.6312157186169,0.24277308774622663,0.708197675211084,0.34101848697698217,0.385788445606216,0.2601479037021634,0.3925101217313722,0.2613055575515137,0.34618432071711414,0.33972075929738,0.16829102722067196,0.02594515074056861,768.2211458333334,70,938.75403125,75,763.1938541666667,66,933.18628125,71,1913.957068953423,12.818229166666669,12.996697916666667,18.61875,13.866875,13.788601190476191,19.73764880952381,14.555758928571429,16.165170386904762,17.796875,13.524951636904762,14.835033110119047,18.748921130952382
2024_2648,MI259,2024-08-05,Solidago virgaurea,4,4,0.146,0.038225,7.672570464116768,20.0721267864402,0.2618150684931507,0.7141403142007346,0.3448340876669121,0.3749317428429991,0.2620524857280251,0.3830332741632611,0.2644395639833832,0.3525271618533557,0.3403224371156776,0.14112378734310785,0.03408166045702301,846.3178125,76,1026.2932395833334,81,841.2905208333333,72,1020.7254895833332,77,2014.5487356200897,13.541875,16.532458333333334,15.397916666666667,12.987842261904762,14.362272321428572,17.030059523809523,13.59534226190476,14.467151041666668,18.016666666666666,13.665390625,15.338350074404762,18.015513392857144
2024_2722,MI259,2024-08-13,Solidago virgaurea,4,4,0.17,0.040025,9.685512295451602,24.198656578267588,0.2354411764705882,0.7522573176658874,0.30771358919553504,0.34852644817616213,0.24699337509792044,0.38775170150625865,0.2700329278178222,0.342215370675919,0.3133861593559774,0.13887116244497982,0.0196145357902596,952.960625,84,1149.4044791666668,89,947.9333333333332,80,1143.8367291666666,85,2102.9154022867565,13.619375,16.405718750000002,9.44375,13.30123511904762,15.269705357142858,10.628125,13.195677083333331,15.04646056547619,13.49702380952381,13.87571800595238,15.605815476190475,15.646949404761903
2024_2737,MI259,2024-08-20,Solidago virgaurea,4,4,0.177,0.04965,9.237917347318415,18.606077235283816,0.2805084745762712,0.7338604127543229,0.3614570220472468,0.3929189989473065,0.24944298581629276,0.3923199992111779,0.2468877793648481,0.36079222142397394,0.34961197802721256,0.16969174211707241,0.05840795132006969,1038.522291666667,91,1233.0260104166666,96,1033.495,87,1227.4582604166667,92,2201.47373562009,10.921458333333334,10.283604166666668,17.727083333333333,12.223095238095238,11.945933035714289,14.079761904761904,12.76216517857143,13.607819196428572,12.353943452380951,13.120331101190477,13.956863839285717,15.202864583333334
2024_2752,MI259,2024-08-26,Solidago virgaurea,4,4,0.118725,0.0297,7.224173547126475,24.3238166569915,0.25015792798483893,0.7595699539481892,0.34996004430478345,0.3895899399329122,0.2562317911163983,0.3935819584420061,0.25372295771236314,0.35269508384563075,0.345977197450367,0.17136255838243172,0.02782574376594759,1103.6635416666666,97,1294.0592916666667,102,1098.63625,93,1288.4915416666668,98,2313.447693953423,9.517916666666666,8.15253125,21.317708333333332,10.86610119047619,10.188126488095238,18.52872023809524,11.737306547619047,11.504323660714286,15.712574404761904,12.437879464285714,13.15364136904762,14.932477678571429
2024_2767,MI259,2024-09-02,Solidago virgaurea,4,4,0.1438,0.033,8.051962217212427,24.39988550670433,0.22948539638386647,0.7402643375642572,0.36021607044922727,0.37618264562427606,0.24313014604594535,0.3846565484626274,0.24652069749624456,0.3688227540411282,0.339903774198887,0.14576566341192035,0.13172059805612088,1171.931875,104,1360.4110729166666,109,1166.9045833333332,100,1354.8433229166667,105,2461.7216522867566,9.657604166666667,11.1009375,19.982291666666665,9.752619047619048,9.478825892857143,21.18199404761905,10.30936011904762,9.83347619047619,19.85535714285714,11.629073660714283,11.932779761904762,15.97046130952381
2024_2771,MI259,2024-09-09,Solidago virgaurea,4,4,0.199875,0.04845,11.763904194099428,24.28050401258912,0.2424015009380863,0.7212211913616754,0.32090141465903094,0.3629291244107779,0.24895459665647504,0.39172771403506246,0.2637521842350129,0.34452010172992475,0.3197923153280647,0.15375896792050073,0.01462735824693404,1241.2628125,111,1440.8405,116,1236.235520833333,107,1435.27275,112,2597.4924856200896,10.647083333333333,14.215020833333334,17.633333333333333,9.904419642857142,11.489918154761904,19.395833333333332,9.828519345238096,10.484372023809524,20.28891369047619,10.78291294642857,10.994347842261904,18.000744047619047
2024_2789,MI259,2024-09-17,Solidago virgaurea,4,4,0.1801,0.040075,10.22894476214537,25.52450346137335,0.2225152692948362,0.7403231001904698,0.5070848524361864,0.480251237050694,0.22305013474879673,0.3954583605083439,0.18485602384715943,0.4196856156444966,0.4255731745702565,0.2200515076962668,0.7176440593233773,1310.5897916666668,119,1502.217583333333,124,1305.5625,115,1496.6498333333334,120,2742.35811062009,7.175104166666666,6.584583333333334,17.338541666666668,8.409642857142858,7.033233630952381,18.195089285714285,9.190565476190477,9.375075892857144,18.646800595238098,9.716696428571428,9.61398474702381,19.31729910714286
2024_0012,MI259,2024-06-11,Trollius europaeus,4,4,0.29335,0.05625,15.384540448509432,27.350294130683437,0.191750468723368,0.943314750491454,0.3320258605297572,0.38965824357510725,0.24105493213021056,0.40529361681742704,0.24833957251218483,0.3463668106703882,0.33405209514629125,0.20193760134605132,0.01121670334644189,135.38208333333333,21,256.627,26,130.35479166666667,17,251.05925,22,942.7008189534232,10.583333333333334,12.2174375,25.888541666666665,10.18797619047619,11.677278273809524,42.870089285714286,8.566309523809524,12.39088318452381,50.32269345238095,4.740074404761905,9.091589285714283,44.89051518825824
2024_0016,MI259,2024-06-17,Trollius europaeus,4,4,0.3068,0.0588,17.02056139727762,28.946532988567384,0.19165580182529332,0.9325330610791708,0.3676038721297117,0.4277679633974451,0.22489694851681263,0.4200555740512216,0.2179409000157351,0.3620035259330433,0.36097745469378045,0.2608185573260469,0.0521809528293459,207.14166666666665,27,333.21127083333334,32,202.114375,23,327.64352083333335,28,1069.2987356200897,12.648229166666669,14.09390625,20.583333333333332,11.76327380952381,12.685958333333334,21.78377976190476,10.891026785714285,12.107465029761904,34.740922619047616,7.384345238095238,11.568735491071427,39.60365687481814
2024_0043,MI259,2024-06-22,Trollius europaeus,4,4,0.3655,0.076725,18.287627388774883,23.83529148097085,0.20991792065663475,0.9439147506400558,0.36543751498049226,0.4104987773417102,0.25024576385240754,0.40049356075363446,0.24260193512905567,0.3569045041173098,0.35623574764857924,0.2030325739781496,0.021867861756098,265.8904166666667,32,387.2919479166667,37,260.863125,28,381.7241979166667,33,1183.535193953423,11.324166666666668,11.43553125,21.490625,12.02626488095238,11.818395833333334,22.278422619047618,11.52078869047619,11.787923363095238,23.105208333333337,9.316540178571428,12.300597842261904,38.064248511904765
2024_0548,MI259,2024-07-01,Trollius europaeus,4,4,0.61635,0.138875,32.95946617846595,23.733188967392223,0.22531840674941184,0.9512466915831732,0.3408033595774841,0.398181983527401,0.222411087303817,0.41533435827724513,0.22893629206955807,0.3557293496531967,0.33642300452508556,0.23102959629427616,0.02698486152229298,376.78510416666666,41,512.0386354166667,46,371.7578125,37,506.47088541666665,42,1367.688318953423,12.545520833333333,12.966739583333334,22.227083333333333,12.45235119047619,14.160802083333332,20.053125,12.117388392857142,12.77338318452381,21.313541666666666,11.504207589285716,12.440424107142857,28.02723214285714
2024_0694,MI259,2024-07-09,Trollius europaeus,4,4,0.44765,0.10535,21.438524946022405,20.349810105384343,0.23534010946051603,0.9425281720889552,0.35498404123009525,0.4011818133306119,0.22361989340135027,0.40948768369126376,0.22678572538599312,0.3637265909227431,0.3470131832199926,0.2195303637850828,0.05223928937896508,475.6011458333333,49,607.1746875,54,470.57385416666665,45,601.6069375,50,1528.4518606200895,11.914270833333331,10.35525,18.3375,12.296949404761904,11.971654761904762,19.923511904761902,12.45267857142857,13.031354910714288,19.94613095238095,12.15068080357143,12.519560267857145,20.91968005952381
2024_0738,MI259,2024-07-16,Trollius europaeus,4,4,0.44215,0.108325,21.241341413315705,19.608900450787637,0.2449960420671718,0.9469349267583864,0.3814552499303357,0.41493746763602,0.22623029602432496,0.40637870375024654,0.21873465580202897,0.3748866404477246,0.3595868896030478,0.2183586278867869,0.1273768274982504,564.4405208333334,56,712.4416458333334,61,559.4132291666666,52,706.8738958333333,57,1664.800818953423,14.097916666666666,17.649229166666668,17.18541666666667,12.691339285714283,15.038136904761906,19.47842261904762,12.494144345238094,13.504895833333334,19.70096726190476,12.313262648809523,13.08160788690476,20.453236607142856
2024_1568,MI259,2024-07-23,Trollius europaeus,4,4,0.440325,0.103275,22.56989019043341,21.854166245880812,0.2345426673479816,0.93657982976428,0.4311409490169107,0.4710762276160608,0.2031503671425592,0.4254742853237905,0.1854510232386433,0.38907469143756623,0.3951365612245954,0.2974421539984111,0.3145466970234146,671.1530208333334,63,842.2338229166667,68,666.1257291666667,59,836.6660729166667,64,1775.7935272867564,15.17,18.480697916666667,13.478125,15.244642857142855,18.541739583333335,15.856101190476192,13.967991071428573,16.78993824404762,17.667261904761904,13.210334821428573,14.910646577380952,18.806696428571428
2024_2078,MI259,2024-07-30,Trollius europaeus,4,4,0.537975,0.128075,24.53810993723401,19.159172310938132,0.2380686834890097,0.9463069564806568,0.3671212956066088,0.4083188168281828,0.2318405036738811,0.4046885661130352,0.2328751948872772,0.3624362389996875,0.3540860389928369,0.21103552619883292,0.12684625387478962,768.2211458333334,70,938.75403125,75,763.1938541666667,66,933.18628125,71,1913.957068953423,12.818229166666669,12.996697916666667,18.61875,13.866875,13.788601190476191,19.73764880952381,14.555758928571429,16.165170386904762,17.796875,13.524951636904762,14.835033110119047,18.748921130952382
2024_2650,MI259,2024-08-05,Trollius europaeus,4,4,0.332225,0.084325,17.448985257480338,20.692541070240544,0.253818948002107,0.9473343767895992,0.33886996081601384,0.39094752426718865,0.2208958382808846,0.41167513711400766,0.23278444980217028,0.355540413083822,0.33648418376026323,0.218088768046842,0.09247250139268276,846.3178125,76,1026.2932395833334,81,841.2905208333333,72,1020.7254895833332,77,2014.5487356200897,13.541875,16.532458333333334,15.397916666666667,12.987842261904762,14.362272321428572,17.030059523809523,13.59534226190476,14.467151041666668,18.016666666666666,13.665390625,15.338350074404762,18.015513392857144
2024_2723,MI259,2024-08-13,Trollius europaeus,4,4,0.19885,0.0504,9.481093121939171,18.811692702260267,0.2534573799346241,0.9476074686675942,0.41009973007958034,0.4411943970865452,0.21404689426774057,0.4142062665770198,0.19856093085079285,0.3872328025721872,0.3850489454953534,0.2533254473215703,0.2881275443583262,952.960625,84,1149.4044791666668,89,947.9333333333332,80,1143.8367291666666,85,2102.9154022867565,13.619375,16.405718750000002,9.44375,13.30123511904762,15.269705357142858,10.628125,13.195677083333331,15.04646056547619,13.49702380952381,13.87571800595238,15.605815476190475,15.646949404761903
2024_2738,MI259,2024-08-20,Trollius europaeus,4,4,0.1812,0.052375,10.00202789804101,19.096950640651094,0.2890452538631346,0.941380770249688,0.4126978978865693,0.43805480540714886,0.20358367944957195,0.4142826445368156,0.1938163218015619,0.3919010336616226,0.3825998953177551,0.25203041683026994,0.3549025313127305,1038.522291666667,91,1233.0260104166666,96,1033.495,87,1227.4582604166667,92,2201.47373562009,10.921458333333334,10.283604166666668,17.727083333333333,12.223095238095238,11.945933035714289,14.079761904761904,12.76216517857143,13.607819196428572,12.353943452380951,13.120331101190477,13.956863839285717,15.202864583333334
2024_2753,MI259,2024-08-26,Trollius europaeus,4,4,0.270575,0.06455,12.954879470039977,20.06952667705651,0.2385660168160399,0.9371722019616164,0.4994571564102668,0.47774225805653553,0.19284765488991112,0.40634260418251206,0.17055302542404557,0.4231043703934423,0.42655403544282067,0.2487788011632644,0.5983856666345282,1103.6635416666666,97,1294.0592916666667,102,1098.63625,93,1288.4915416666668,98,2313.447693953423,9.517916666666666,8.15253125,21.317708333333332,10.86610119047619,10.188126488095238,18.52872023809524,11.737306547619047,11.504323660714286,15.712574404761904,12.437879464285714,13.15364136904762,14.932477678571429
2024_2768,MI259,2024-09-02,Trollius europaeus,4,4,0.1884,0.04205,10.195878107676837,24.2470347388272,0.2231953290870488,0.9382895623231416,0.5687356854871353,0.4778164529282046,0.19373459368190463,0.37876692133865314,0.16142960556882435,0.4598034730925225,0.45220083123250104,0.17169771334804776,0.853825211985179,1171.931875,104,1360.4110729166666,109,1166.9045833333332,100,1354.8433229166667,105,2461.7216522867566,9.657604166666667,11.1009375,19.982291666666665,9.752619047619048,9.478825892857143,21.18199404761905,10.30936011904762,9.83347619047619,19.85535714285714,11.629073660714283,11.932779761904762,15.97046130952381
2024_2772,MI259,2024-09-09,Trollius europaeus,4,4,0.259375,0.05465,15.37529764542447,28.134121949541573,0.21069879518072288,0.9479312263259854,0.6194764973619549,0.5797726696397333,0.19578317561302916,0.4097862350371427,0.14448335960387332,0.445730405358984,0.5061975682836742,0.3170228627247041,0.9561278796190176,1241.2628125,111,1440.8405,116,1236.235520833333,107,1435.27275,112,2597.4924856200896,10.647083333333333,14.215020833333334,17.633333333333333,9.904419642857142,11.489918154761904,19.395833333333332,9.828519345238096,10.484372023809524,20.28891369047619,10.78291294642857,10.994347842261904,18.000744047619047
2024_2788,MI259,2024-09-17,Trollius europaeus,4,4,0.342175,0.064875,17.487322953068336,26.95541110299551,0.1895959669759626,0.9436174310816828,0.6082473910397274,0.4897112165496157,0.21395739088058108,0.35297129167809427,0.17998028586160922,0.4670484224602965,0.4730557257228354,0.14020728617237108,0.8925181677884305,1310.5897916666668,119,1502.217583333333,124,1305.5625,115,1496.6498333333334,120,2742.35811062009,7.175104166666666,6.584583333333334,17.338541666666668,8.409642857142858,7.033233630952381,18.195089285714285,9.190565476190477,9.375075892857144,18.646800595238098,9.716696428571428,9.61398474702381,19.31729910714286
2024_0011,MI259,2024-06-11,Viola biflora,4,4,0.058975,0.0092,4.747321853730245,51.60132449706788,0.1559983043662569,0.9795674922966752,0.4101501390934016,0.4734669675539937,0.1931957863507216,0.4398052873880293,0.18005834694219502,0.38013636566977554,0.38565491540525826,0.3398050631632015,0.13830516236016377,135.38208333333333,21,256.627,26,130.35479166666667,17,251.05925,22,942.7008189534232,10.583333333333334,12.2174375,25.888541666666665,10.18797619047619,11.677278273809524,42.870089285714286,8.566309523809524,12.39088318452381,50.32269345238095,4.740074404761905,9.091589285714283,44.89051518825824
2024_0017,MI259,2024-06-17,Viola biflora,4,4,0.089025,0.014625,7.094554770562679,48.50977620897558,0.16427969671440606,0.9819755443450948,0.37054346269766314,0.4414981190036771,0.20912313029510268,0.4332811046037267,0.20413389353128175,0.3625850018649915,0.3602246925080781,0.3017282589503608,0.02340289588782561,207.14166666666665,27,333.21127083333334,32,202.114375,23,327.64352083333335,28,1069.2987356200897,12.648229166666669,14.09390625,20.583333333333332,11.76327380952381,12.685958333333334,21.78377976190476,10.891026785714285,12.107465029761904,34.740922619047616,7.384345238095238,11.568735491071427,39.60365687481814
2024_0042,MI259,2024-06-22,Viola biflora,4,4,0.0728,0.013625,6.061670405749645,44.48932407889648,0.1871565934065934,0.9820917114399208,0.4011509325980959,0.45809022474305866,0.22647769942445695,0.4231984371417486,0.206507871542423,0.37029369131582834,0.3818131586935816,0.291676896252937,0.04109090604115351,265.8904166666667,32,387.2919479166667,37,260.863125,28,381.7241979166667,33,1183.535193953423,11.324166666666668,11.43553125,21.490625,12.02626488095238,11.818395833333334,22.278422619047618,11.52078869047619,11.787923363095238,23.105208333333337,9.316540178571428,12.300597842261904,38.064248511904765
2024_0551,MI259,2024-07-01,Viola biflora,4,4,0.065025,0.01225,4.975706007223999,40.618008222236725,0.18838908112264516,0.9787567381816517,0.4182963806330467,0.4771850069750085,0.21679451307869577,0.42941456252292665,0.19486900924600184,0.37571642823107143,0.391931970220429,0.31562436359444196,0.08078429703661158,376.78510416666666,41,512.0386354166667,46,371.7578125,37,506.47088541666665,42,1367.688318953423,12.545520833333333,12.966739583333334,22.227083333333333,12.45235119047619,14.160802083333332,20.053125,12.117388392857142,12.77338318452381,21.313541666666666,11.504207589285716,12.440424107142857,28.02723214285714
2024_0692,MI259,2024-07-09,Viola biflora,4,4,0.069075,0.0125,5.023795016876189,40.19036013500951,0.18096272167933408,0.934332416060022,0.4420266174878151,0.4838775623154365,0.21635964672254507,0.4232951679882661,0.1897394161673084,0.38696541584442545,0.40386414996228853,0.30561139394078785,0.1910494439251232,475.6011458333333,49,607.1746875,54,470.57385416666665,45,601.6069375,50,1528.4518606200895,11.914270833333331,10.35525,18.3375,12.296949404761904,11.971654761904762,19.923511904761902,12.45267857142857,13.031354910714288,19.94613095238095,12.15068080357143,12.519560267857145,20.91968005952381
2024_0736,MI259,2024-07-16,Viola biflora,4,4,0.07455,0.013925,5.925608996691336,42.55374503907602,0.1867873910127431,0.979825947616218,0.4956545324266988,0.5343631444066569,0.20569022756901445,0.43203199209492293,0.16772297592109078,0.4002450319839863,0.4423596084887743,0.3625820810683472,0.47320543580067626,564.4405208333334,56,712.4416458333334,61,559.4132291666666,52,706.8738958333333,57,1664.800818953423,14.097916666666666,17.649229166666668,17.18541666666667,12.691339285714283,15.038136904761906,19.47842261904762,12.494144345238094,13.504895833333334,19.70096726190476,12.313262648809523,13.08160788690476,20.453236607142856
2024_1567,MI259,2024-07-23,Viola biflora,4,4,0.09135,0.01695,7.262663571994595,42.8475726961333,0.18555008210180624,0.9804216945631388,0.4056583610244879,0.4645097536353633,0.20929370837780711,0.4296378590193435,0.19581619209154671,0.3745459488891098,0.38352796332093936,0.3105758290920238,0.07633370342021205,671.1530208333334,63,842.2338229166667,68,666.1257291666667,59,836.6660729166667,64,1775.7935272867564,15.17,18.480697916666667,13.478125,15.244642857142855,18.541739583333335,15.856101190476192,13.967991071428573,16.78993824404762,17.667261904761904,13.210334821428573,14.910646577380952,18.806696428571428
2024_2081,MI259,2024-07-30,Viola biflora,4,4,0.05985,0.0112,4.7454535799122946,42.370121249216915,0.1871345029239766,0.9818375581188872,0.5140213435234536,0.5343731952678122,0.202635366314688,0.42540751231380425,0.16295176287573068,0.4116407248104651,0.4503849814987408,0.34151049168926506,0.6709963040851947,768.2211458333334,70,938.75403125,75,763.1938541666667,66,933.18628125,71,1913.957068953423,12.818229166666669,12.996697916666667,18.61875,13.866875,13.788601190476191,19.73764880952381,14.555758928571429,16.165170386904762,17.796875,13.524951636904762,14.835033110119047,18.748921130952382
2024_2651,MI259,2024-08-05,Viola biflora,4,4,0.071675,0.014525,5.799724527626966,39.92925664459185,0.2026508545517963,0.9791571779941703,0.4552972290410085,0.4924769517809875,0.20012710069319595,0.4271429779097982,0.17554439797017668,0.3973126241200252,0.41233556996545895,0.3208239321956412,0.4166394751101144,846.3178125,76,1026.2932395833334,81,841.2905208333333,72,1020.7254895833332,77,2014.5487356200897,13.541875,16.532458333333334,15.397916666666667,12.987842261904762,14.362272321428572,17.030059523809523,13.59534226190476,14.467151041666668,18.016666666666666,13.665390625,15.338350074404762,18.015513392857144
