obs_id,site,date,species,n_inds,n_leaf,w_weight,d_weight,leaf_area,SLA,LDMC,convex_hull_roundness,R,G,B,GCC,BCC,RCC,BITM,ExG,senesced,T1_TDD,T1_TDD_days,T3_TDD,T3_TDD_days,T1_GDD3,T1_GDD3_days,T3_GDD3,T3_GDD3_days,moist_GMD,T1_date_mean,T3_date_mean,moist_date_mean,T1_week_mean,T3_week_mean,moist_week_mean,T1_fortnight_mean,T3_fortnight_mean,moist_fortnight_mean,T1_month_mean,T3_month_mean,moist_month_mean
2024_2736,MI259,2024-08-20,Betula nana,4,4,0.026875,0.0104,1.1969497199123371,11.509131922234012,0.3869767441860465,0.98335155143658,0.23595646314421845,0.26897190610993615,0.17978184352823132,0.39361588001654174,0.26479196259284316,0.3415921573906151,0.26584186101023266,0.115571947562023,0.08514903442001615,1038.522291666667,91,1233.0260104166666,96,1033.495,87,1227.4582604166667,92,2201.47373562009,10.921458333333334,10.283604166666668,17.727083333333333,12.223095238095238,11.945933035714289,14.079761904761904,12.76216517857143,13.607819196428572,12.353943452380951,13.120331101190477,13.956863839285717,15.202864583333334
2024_2751,MI259,2024-08-26,Betula nana,4,4,0.038075,0.0141,1.5472017777755165,10.973062253727068,0.3703217334208799,0.9849844453055836,0.23979004077381083,0.2656497545060628,0.1866240906821629,0.3854221023979751,0.2650772082783021,0.3495006893237227,0.26457241227997275,0.097265396235423,0.08718465758019286,1103.6635416666666,97,1294.0592916666667,102,1098.63625,93,1288.4915416666668,98,2313.447693953423,9.517916666666666,8.15253125,21.317708333333332,10.86610119047619,10.188126488095238,18.52872023809524,11.737306547619047,11.504323660714286,15.712574404761904,12.437879464285714,13.15364136904762,14.932477678571429
2024_2766,MI259,2024-09-02,Betula nana,4,4,0.031975,0.010175,1.344088603826475,13.209716008122603,0.31821735731039874,0.9834393634113512,0.5249817952722792,0.36017642594953275,0.1656071668947689,0.33841368493855933,0.16407919193570147,0.4975071231257393,0.397344028016869,0.02991867784658885,0.9165164524665488,1171.931875,104,1360.4110729166666,109,1166.9045833333332,100,1354.8433229166667,105,2461.7216522867566,9.657604166666667,11.1009375,19.982291666666665,9.752619047619048,9.478825892857143,21.18199404761905,10.30936011904762,9.83347619047619,19.85535714285714,11.629073660714283,11.932779761904762,15.97046130952381
2024_2774,MI259,2024-09-09,Betula nana,4,4,0.04545,0.014175,1.672156590203855,11.796519154877286,0.3118811881188119,0.9808596283115484,0.3529430949366874,0.3040821002523341,0.2265039251507553,0.3453415407346777,0.254699691155479,0.3999587681098432,0.32632028316420036,0.02513353848995235,0.38564888153415544,1241.2628125,111,1440.8405,116,1236.235520833333,107,1435.27275,112,2597.4924856200896,10.647083333333333,14.215020833333334,17.633333333333333,9.904419642857142,11.489918154761904,19.395833333333332,9.828519345238096,10.484372023809524,20.28891369047619,10.78291294642857,10.994347842261904,18.000744047619047
2024_2791,MI259,2024-09-17,Betula nana,4,4,0.03375,0.0094,1.1995505183567494,12.76117572719946,0.2785185185185185,0.9832268527111,0.3976875180876883,0.23223843505082617,0.1772711401057636,0.2847189250376141,0.2243413717383609,0.49093970322402486,0.31765801034106095,-0.10939175033665367,0.8501592719063784,1310.5897916666668,119,1502.217583333333,124,1305.5625,115,1496.6498333333334,120,2742.35811062009,7.175104166666666,6.584583333333334,17.338541666666668,8.409642857142858,7.033233630952381,18.195089285714285,9.190565476190477,9.375075892857144,18.646800595238098,9.716696428571428,9.61398474702381,19.31729910714286
2024_0013,MI259,2024-06-11,Salix lapponum,4,4,0.107425,0.029675,4.974084148418009,16.761867391467597,0.2762392366767512,0.8489629635777487,0.3880127103668866,0.4227223227647478,0.3060175637711074,0.3850487686746767,0.2664256579476145,0.3485255733777088,0.3863421766423151,0.150161704688473,0.01740178951713398,135.38208333333333,21,256.627,26,130.35479166666667,17,251.05925,22,942.7008189534232,10.583333333333334,12.2174375,25.888541666666665,10.18797619047619,11.677278273809524,42.870089285714286,8.566309523809524,12.39088318452381,50.32269345238095,4.740074404761905,9.091589285714283,44.89051518825824
2024_0019,MI259,2024-06-17,Salix lapponum,4,4,0.1292,0.0379,5.7859633692772485,15.266394114187989,0.293343653250774,0.8618691215641575,0.35028308447240347,0.3887786797114709,0.28945147560962686,0.3851088691157642,0.2756853181163065,0.3392058127679293,0.3582101655844808,0.1358545823174712,0.01698530206366002,207.14166666666665,27,333.21127083333334,32,202.114375,23,327.64352083333335,28,1069.2987356200897,12.648229166666669,14.09390625,20.583333333333332,11.76327380952381,12.685958333333334,21.78377976190476,10.891026785714285,12.107465029761904,34.740922619047616,7.384345238095238,11.568735491071427,39.60365687481814
2024_0044,MI259,2024-06-22,Salix lapponum,4,4,0.11225,0.038225,4.871517259894453,12.74432245884749,0.3405345211581292,0.8548574478349853,0.3525684085574436,0.3765533322208123,0.326705027655321,0.3643397146529944,0.3030828225352046,0.332577462811801,0.361998955445248,0.07438584717724606,0.0071668528606119,265.8904166666667,32,387.2919479166667,37,260.863125,28,381.7241979166667,33,1183.535193953423,11.324166666666668,11.43553125,21.490625,12.02626488095238,11.818395833333334,22.278422619047618,11.52078869047619,11.787923363095238,23.105208333333337,9.316540178571428,12.300597842261904,38.064248511904765
2024_0549,MI259,2024-07-01,Salix lapponum,4,4,0.156725,0.05305,6.506899769768018,12.265598057998147,0.33849098739830913,0.8690993687610404,0.3135135535184631,0.33882195998710657,0.28760353249443715,0.366864902045377,0.3006775030509326,0.3324575949036904,0.33110939465257866,0.07648888438925258,0.00665155454491817,376.78510416666666,41,512.0386354166667,46,371.7578125,37,506.47088541666665,42,1367.688318953423,12.545520833333333,12.966739583333334,22.227083333333333,12.45235119047619,14.160802083333332,20.053125,12.117388392857142,12.77338318452381,21.313541666666666,11.504207589285716,12.440424107142857,28.02723214285714
2024_0695,MI259,2024-07-09,Salix lapponum,4,4,0.1407,0.048125,5.712200155515321,11.869506816655212,0.3420398009950249,0.8289716070825842,0.29795648069464425,0.3195417111240355,0.27663797431042003,0.3674901585428545,0.3015179804389111,0.3309918610182343,0.31704258705786875,0.0640301722589925,0.014861605521012511,475.6011458333333,49,607.1746875,54,470.57385416666665,45,601.6069375,50,1528.4518606200895,11.914270833333331,10.35525,18.3375,12.296949404761904,11.971654761904762,19.923511904761902,12.45267857142857,13.031354910714288,19.94613095238095,12.15068080357143,12.519560267857145,20.91968005952381
2024_0740,MI259,2024-07-16,Salix lapponum,4,4,0.194125,0.069375,8.049359178631544,11.602679897126547,0.35737282678686416,0.8658407822005973,0.30521927984666014,0.3351422403948943,0.27863905105704934,0.3725340046931963,0.29763393796806986,0.3298320573387337,0.32084607803710463,0.08542198841451693,0.0083001872876887,564.4405208333334,56,712.4416458333334,61,559.4132291666666,52,706.8738958333333,57,1664.800818953423,14.097916666666666,17.649229166666668,17.18541666666667,12.691339285714283,15.038136904761906,19.47842261904762,12.494144345238094,13.504895833333334,19.70096726190476,12.313262648809523,13.08160788690476,20.453236607142856
2024_1569,MI259,2024-07-23,Salix lapponum,4,4,0.20595,0.067725,8.590224448927986,12.683978514474694,0.3288419519300801,0.8422282232332234,0.2615277959270121,0.3039648823751932,0.22503168618224323,0.38726699740011994,0.2817747262501984,0.33095827634968167,0.28171966383761426,0.1193736615932108,0.01089473179427955,671.1530208333334,63,842.2338229166667,68,666.1257291666667,59,836.6660729166667,64,1775.7935272867564,15.17,18.480697916666667,13.478125,15.244642857142855,18.541739583333335,15.856101190476192,13.967991071428573,16.78993824404762,17.667261904761904,13.210334821428573,14.910646577380952,18.806696428571428
2024_2080,MI259,2024-07-30,Salix lapponum,4,4,0.24215,0.084625,9.516415593835372,11.245395088727175,0.3494734668593847,0.8858871878199736,0.26050133162026845,0.2922273644931575,0.24435564270525376,0.37020230674585025,0.303573690183558,0.32622400307059185,0.28149749649578226,0.07904819212307045,0.00480002493227692,768.2211458333334,70,938.75403125,75,763.1938541666667,66,933.18628125,71,1913.957068953423,12.818229166666669,12.996697916666667,18.61875,13.866875,13.788601190476191,19.73764880952381,14.555758928571429,16.165170386904762,17.796875,13.524951636904762,14.835033110119047,18.748921130952382
